CIUDAD,AÑO,CV4,MA3_2
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Muy satisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Poco seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Muy insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Muy satisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Muy insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Nada seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Muy seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Muy insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Muy seguro,Algo satisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Muy seguro,Algo insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Poco seguro,Algo insatisfecho
Bucaramanga,2012,Poco seguro,Algo satisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Algo insatisfecho
Bucaramanga,2012,Nada seguro,Algo insatisfecho
Bucaramanga,2012,Seguro,Ni satisfecho ni insatisfecho
Bucaramanga,2012,Algo seguro,Algo satisfecho
